# aluout.txt
#
# 5/2/2017
#
# Simple ALU testbench stimulus and expected response.
#
# Max test input number:1
#
# Min test input number:-7
#
# File data format = (cat opcode shftam input_a input_b result compout flags)

0	 0	 14	 1	 -5	 -4	 12	 2
0	 1	 14	 1	 -5	 6	 12	 2
0	 2	 14	 1	 -5	 -5	 12	 0
0	 3	 14	 1	 -5	 1	 12	 0
0	 4	 14	 1	 -5	 -2	 12	 0
0	 5	 14	 1	 -5	 -6	 12	 0
0	 6	 14	 1	 -5	 2	 12	 2
0	 7	 14	 1	 -5	 1	 12	 10
0	 8	 14	 1	 -5	 16384	 12	 0
1	 9	 14	 1	 -5	 0	 12	 16
0	 10	 14	 1	 -5	 16384	 12	 0
1	 11	 14	 1	 -5	 0	 12	 16
0	 12	 14	 1	 -5	 16384	 12	 0
1	 13	 14	 1	 -5	 4	 12	 0
0	 14	 14	 1	 -5	 0	 12	 18
0	 15	 14	 1	 -5	 0	 12	 18
0	 16	 14	 1	 -5	 1	 12	 2
0	 17	 14	 1	 -5	 -12851	 205	 205
0	 0	 12	 -4	 -7	 -11	 76	 8
0	 1	 12	 -4	 -7	 3	 76	 8
0	 2	 12	 -4	 -7	 -3	 76	 0
0	 3	 12	 -4	 -7	 -8	 76	 0
0	 4	 12	 -4	 -7	 3	 76	 0
0	 5	 12	 -4	 -7	 5	 76	 0
0	 6	 12	 -4	 -7	 -3	 76	 0
0	 7	 12	 -4	 -7	 -4	 76	 10
0	 8	 12	 -4	 -7	 -16384	 76	 0
1	 9	 12	 -4	 -7	 -1	 76	 0
0	 10	 12	 -4	 -7	 -16384	 76	 0
1	 11	 12	 -4	 -7	 -1	 76	 0
0	 12	 12	 -4	 -7	 -1	 76	 0
1	 13	 12	 -4	 -7	 -64	 255	 255
0	 14	 12	 -4	 -7	 6	 76	 8
0	 15	 12	 -4	 -7	 0	 76	 24
0	 16	 12	 -4	 -7	 -4	 76	 8
0	 17	 12	 -4	 -7	 -12851	 205	 205
